Mean	Edge	Peak	median	beta	SINR	Fairness
-16.78	36.34	-32.56	-13.42	0.40	7.50	0.85
-16.76	17.68	-31.72	-11.64	0.46	5.50	0.85
-16.69	21.46	-29.50	-12.24	0.37	9.25	0.84
-16.66	7.88	-19.64	-19.25	0.31	13.00	0.76
-16.66	2.28	-28.37	-12.90	0.52	3.75	0.80
-16.61	9.73	-20.65	-17.55	0.31	12.75	0.77
-16.56	23.34	-29.08	-11.93	0.37	9.50	0.84
-16.46	-1.43	-30.67	-12.33	0.55	2.75	0.76
-16.38	31.09	-33.08	-11.31	0.43	6.50	0.86
-16.17	33.62	-32.82	-11.15	0.40	8.00	0.85
-16.14	12.33	-29.31	-10.26	0.49	4.75	0.84
-16.12	9.83	-17.36	-18.65	0.31	13.25	0.76
-16.11	33.24	-33.19	-10.63	0.40	7.75	0.85
-16.01	10.31	-21.48	-15.73	0.34	11.25	0.79
-16.01	3.58	-29.53	-10.62	0.55	3.00	0.75
-15.98	12.56	-28.36	-11.08	0.49	5.00	0.83
-15.86	28.41	-30.64	-10.32	0.43	6.75	0.86
-15.76	17.81	-30.23	-9.67	0.49	5.25	0.84
-15.76	16.86	-26.38	-11.28	0.37	9.75	0.83
-15.75	20.59	-33.45	-11.52	0.46	5.75	0.85
-15.56	4.68	-31.21	-10.70	0.55	3.25	0.76
-15.49	16.28	-29.89	-10.16	0.55	4.00	0.84
-15.44	10.76	-15.83	-17.08	0.34	11.50	0.77
-15.44	12.33	-26.18	-11.29	0.52	4.00	0.82
-15.39	32.82	-32.12	-10.70	0.40	8.25	0.85
-15.36	8.33	-19.53	-18.79	0.34	11.75	0.76
-15.31	21.14	-30.90	-11.27	0.43	7.00	0.85
-15.21	-17.13	-25.17	-8.54	0.64	1.50	0.76
-15.11	25.61	-29.01	-10.70	0.46	6.00	0.85
-15.10	-3.55	-31.14	-7.36	0.58	2.50	0.76
-15.09	-18.63	-17.33	-14.29	0.85	-2.00	0.74
-15.08	6.28	-29.53	-9.75	0.55	3.50	0.81
-15.05	20.01	-28.04	-10.72	0.49	5.50	0.84
-15.03	12.33	-28.39	-10.85	0.52	4.25	0.83
-15.00	-12.33	-26.17	-10.32	0.64	1.75	0.77
-14.99	30.24	-26.62	-8.73	0.46	6.25	0.85
-14.97	20.94	-27.32	-10.74	0.43	7.25	0.84
-14.95	-9.48	-25.88	-10.80	0.61	2.00	0.74
-14.93	21.01	-29.53	-9.68	0.49	5.75	0.84
-14.93	23.64	-30.29	-10.15	0.40	8.75	0.84
-14.86	3.15	-29.16	-7.35	0.58	2.75	0.77
-14.85	30.67	-27.95	-11.51	0.40	8.50	0.84
-14.82	15.68	-22.89	-12.90	0.37	10.00	0.81
-14.71	9.88	-16.82	-19.26	0.34	12.25	0.75
-14.69	7.03	-16.29	-18.65	0.34	12.00	0.75
-14.64	10.31	-20.71	-13.62	0.37	10.50	0.79
-14.62	17.36	-22.68	-12.94	0.37	10.25	0.80
-14.61	6.35	-28.56	-11.54	0.55	3.75	0.80
-14.44	20.91	-29.20	-9.91	0.40	9.00	0.83
-14.44	22.74	-28.46	-10.49	0.43	7.50	0.84
-14.43	19.21	-29.63	-6.72	0.55	4.25	0.84
-14.42	8.00	-13.73	-19.95	0.34	12.50	0.75
-14.33	6.18	-28.83	-7.20	0.58	3.00	0.76
-14.30	30.84	-29.32	-9.19	0.46	6.50	0.86
-14.24	10.76	-19.12	-13.55	0.37	10.75	0.79
-14.15	18.73	-27.38	-7.58	0.52	4.50	0.83
-14.12	22.49	-26.34	-9.14	0.43	7.75	0.84
-14.04	5.53	-30.61	-7.15	0.61	2.50	0.79
-14.03	-18.08	-18.50	-13.25	0.85	-1.75	0.75
-14.00	5.90	-18.81	-13.98	0.37	11.00	0.77
-13.87	19.98	-30.18	-7.25	0.52	4.75	0.85
-13.85	32.54	-28.39	-10.19	0.46	6.75	0.85
-13.81	18.03	-25.64	-11.15	0.40	9.50	0.81
-13.79	20.21	-27.29	-6.60	0.52	5.00	0.85
-13.72	25.11	-21.79	-10.19	0.43	8.00	0.82
-13.66	-7.40	-23.41	-7.24	0.61	2.25	0.75
-13.65	17.93	-21.82	-10.19	0.40	9.25	0.82
-13.63	29.46	-28.07	-9.90	0.49	6.00	0.84
-13.61	7.23	-26.15	-6.59	0.58	3.25	0.76
-13.59	12.01	-25.54	-6.59	0.58	3.50	0.81
-13.31	25.31	-20.66	-10.22	0.43	8.25	0.82
-13.29	11.33	-26.25	-7.20	0.58	3.75	0.81
-13.20	10.31	-12.60	-14.43	0.37	11.25	0.76
-12.98	21.24	-28.37	-7.23	0.49	6.25	0.84
-12.97	-10.38	-18.47	-7.79	0.67	1.50	0.76
-12.94	-12.71	-17.29	-11.33	0.85	-1.50	0.75
-12.92	8.55	-28.53	-4.57	0.61	2.75	0.79
-12.92	14.61	-20.29	-9.55	0.40	9.75	0.80
-12.81	-7.40	-24.90	-6.16	0.64	2.00	0.75
-12.79	21.06	-26.21	-9.06	0.46	7.00	0.83
-12.78	16.56	-30.00	-7.06	0.61	3.25	0.78
-12.77	17.86	-24.82	-7.37	0.52	5.25	0.83
-12.77	14.08	-28.86	-6.91	0.61	3.00	0.78
-12.66	-14.08	-17.63	-12.20	0.88	-2.00	0.75
-12.65	-10.13	-20.15	-9.89	0.73	0.75	0.74
-12.60	5.53	-11.66	-15.63	0.37	11.50	0.74
-12.58	-7.13	-18.72	-6.67	0.67	1.75	0.78
-12.58	17.36	-23.97	-7.91	0.43	8.50	0.82
-12.56	15.36	-26.25	-8.84	0.55	4.50	0.82
-12.55	0.98	-26.21	-6.29	0.64	2.25	0.77
-12.46	20.39	-25.48	-7.48	0.49	6.50	0.83
-12.43	-3.20	-20.66	-7.99	0.70	1.50	0.78
-12.41	9.08	-22.18	-13.48	0.40	10.00	0.78
-12.39	16.33	-28.06	-5.18	0.61	3.50	0.82
-12.21	-11.56	-16.22	-10.37	0.85	-1.25	0.74
-12.17	5.65	-19.30	-11.44	0.40	10.25	0.77
-12.02	-4.88	-20.31	-8.01	0.70	1.25	0.74
-11.97	17.68	-19.50	-8.98	0.43	8.75	0.81
-11.96	17.51	-22.77	-8.56	0.49	6.75	0.82
-11.93	7.35	-22.15	-9.94	0.43	9.25	0.79
-11.88	19.18	-25.16	-5.48	0.58	4.25	0.83
-11.82	20.24	-24.97	-8.56	0.46	7.25	0.82
-11.81	7.43	-27.29	-5.65	0.64	2.50	0.78
-11.80	20.46	-24.65	-5.25	0.58	4.00	0.82
-11.69	11.13	-22.92	-7.48	0.43	9.00	0.81
-11.67	18.26	-21.75	-6.93	0.52	5.50	0.82
-11.63	20.24	-24.87	-7.48	0.46	7.50	0.82
-11.60	9.85	-19.23	-12.99	0.40	10.50	0.76
-11.58	1.53	-19.25	-6.01	0.67	2.00	0.77
-11.51	-13.26	-20.06	-9.82	0.88	-1.75	0.75
-11.47	18.53	-24.44	-5.58	0.61	3.75	0.81
-11.32	4.55	-10.75	-15.00	0.40	11.00	0.74
-11.29	24.04	-24.13	-5.02	0.55	4.75	0.83
-11.25	20.91	-23.97	-6.81	0.52	5.75	0.83
-11.24	-3.88	-21.00	-5.24	0.70	1.75	0.78
-11.16	6.53	-19.93	-10.31	0.43	9.50	0.79
-11.12	20.64	-23.93	-7.33	0.46	7.75	0.82
-11.07	6.78	-15.18	-14.47	0.40	10.75	0.76
-11.00	14.36	-23.02	-5.62	0.64	2.75	0.78
-10.98	7.28	-19.97	-5.40	0.67	2.25	0.78
-10.88	17.36	-21.71	-6.00	0.46	8.00	0.81
-10.85	18.38	-24.38	-6.18	0.55	5.00	0.83
-10.84	16.43	-22.84	-7.73	0.49	7.00	0.81
-10.66	15.53	-24.33	-6.87	0.64	3.00	0.78
-10.52	-12.23	-17.33	-7.41	0.88	-1.25	0.76
-10.49	18.98	-21.25	-4.48	0.58	4.50	0.82
-10.42	-11.51	-16.25	-8.47	0.88	-1.50	0.75
-10.27	-7.40	-14.16	-12.26	0.85	-1.00	0.74
-10.27	14.13	-22.15	-5.20	0.52	6.25	0.82
-10.26	-0.58	-16.97	-7.31	0.73	1.25	0.75
-10.21	17.81	-19.57	-5.24	0.49	7.25	0.82
-10.21	2.58	-15.28	-13.45	0.43	10.25	0.74
-10.20	-2.63	-11.83	-9.35	0.73	1.00	0.75
-10.19	-7.90	-14.16	-10.99	0.82	-0.25	0.74
-10.16	19.38	-20.63	-9.16	0.61	4.00	0.81
-10.14	18.86	-21.75	-6.11	0.52	6.00	0.83
-10.13	17.16	-23.27	-6.63	0.64	3.25	0.78
-10.13	-1.18	-14.44	-8.46	0.76	0.75	0.75
-10.05	15.53	-17.94	-6.29	0.49	7.50	0.80
-9.98	13.56	-14.34	-5.48	0.46	8.75	0.79
-9.96	4.80	-17.60	-8.23	0.43	9.75	0.76
-9.91	17.58	-22.53	-5.45	0.55	5.25	0.83
-9.90	18.93	-20.68	-7.11	0.64	3.50	0.81
-9.87	18.23	-22.89	-4.12	0.58	4.75	0.83
-9.87	3.88	-18.43	-6.03	0.70	2.00	0.77
-9.86	16.53	-18.47	-6.07	0.55	5.50	0.82
-9.85	3.50	-16.26	-7.18	0.73	1.50	0.77
-9.82	14.03	-17.36	-5.85	0.46	8.25	0.81
-9.82	18.13	-20.54	-5.97	0.52	6.50	0.82
-9.80	6.98	-14.11	-12.56	0.43	10.00	0.75
-9.78	3.88	-16.22	-4.15	0.73	1.75	0.78
-9.73	-10.98	-19.54	-9.33	0.91	-2.00	0.76
-9.63	10.33	-15.98	-7.54	0.46	9.00	0.78
-9.56	14.91	-15.57	-5.99	0.46	8.50	0.79
-9.53	-5.95	-12.70	-8.58	0.79	0.25	0.74
-9.46	15.76	-18.73	-3.09	0.64	3.75	0.80
-9.39	9.35	-15.18	-6.59	0.49	7.75	0.79
-9.32	23.11	-21.89	-6.69	0.61	4.25	0.82
-9.30	14.06	-17.20	-6.13	0.55	5.75	0.81
-9.29	10.31	-23.12	-4.63	0.58	5.00	0.81
-9.29	17.21	-22.83	-4.74	0.67	2.50	0.79
-9.26	-7.38	-15.15	-7.85	0.85	-0.75	0.76
-9.12	8.40	-18.47	-4.49	0.70	2.25	0.78
-9.06	-5.43	-12.22	-8.14	0.79	0.50	0.75
-8.92	13.06	-18.10	-6.93	0.52	6.75	0.81
-8.82	-8.90	-14.01	-9.29	0.85	-0.50	0.75
-8.80	15.61	-17.30	-5.04	0.52	7.00	0.79
-8.76	10.53	-20.99	-4.85	0.58	5.25	0.81
-8.69	3.25	-11.89	-9.11	0.46	9.25	0.76
-8.67	14.53	-20.64	-4.26	0.55	6.00	0.81
-8.61	-6.68	-16.47	-8.30	0.88	-1.00	0.76
-8.59	-6.50	-17.29	-7.52	0.91	-1.75	0.76
-8.56	14.43	-18.05	-4.65	0.67	3.00	0.78
-8.47	10.33	-13.42	-6.10	0.49	8.00	0.78
-8.40	13.41	-16.22	-4.64	0.61	4.50	0.81
-8.34	11.31	-19.57	-4.37	0.67	3.25	0.79
-8.26	3.33	-11.87	-10.62	0.46	9.50	0.76
-8.25	19.13	-18.98	-5.56	0.64	4.00	0.81
-8.21	4.68	-19.21	-3.71	0.58	5.50	0.81
-8.19	10.66	-18.43	-4.44	0.70	2.50	0.79
-8.09	-3.65	-13.40	-7.98	0.79	0.75	0.76
-8.08	12.01	-17.29	-4.27	0.67	2.75	0.78
-8.06	11.98	-17.71	-4.03	0.55	6.25	0.80
-8.00	10.53	-11.24	-4.99	0.49	8.25	0.78
-7.96	-6.55	-17.94	-3.67	0.91	-1.50	0.76
-7.92	12.63	-15.06	-5.80	0.52	7.25	0.78
-7.82	0.98	-12.68	-7.84	0.76	1.25	0.75
-7.82	-3.10	-10.69	-9.19	0.85	-0.25	0.75
-7.80	-6.75	-12.99	-5.89	0.91	-1.25	0.76
-7.79	-5.03	-11.86	-6.87	0.82	0.00	0.75
-7.78	11.76	-17.36	-2.49	0.67	3.50	0.80
-7.77	-1.33	-12.90	-7.53	0.76	1.00	0.75
-7.77	3.65	-15.43	-5.54	0.79	1.00	0.76
-7.70	12.11	-18.47	-4.74	0.67	3.75	0.79
-7.64	-5.73	-11.69	-6.89	0.82	0.25	0.75
-7.56	5.90	-15.22	-4.40	0.55	6.50	0.80
-7.48	17.81	-15.11	-3.15	0.61	4.75	0.81
-7.42	10.53	-15.03	-3.36	0.52	7.50	0.79
-7.37	2.55	-6.88	-9.27	0.46	9.75	0.74
-7.33	8.10	-10.10	-5.85	0.49	8.50	0.77
-7.33	2.80	-11.11	-4.25	0.52	7.75	0.77
-7.32	7.48	-12.93	-4.59	0.73	2.00	0.77
-7.14	3.03	-7.58	-5.58	0.49	8.75	0.75
-7.13	-1.10	-11.47	-6.39	0.82	0.50	0.76
-7.06	-4.20	-15.95	-7.99	0.88	-0.75	0.77
-7.02	0.88	-16.41	-2.69	0.88	-0.50	0.78
-6.97	16.31	-15.46	-6.25	0.64	4.25	0.80
-6.80	10.76	-11.79	-4.12	0.58	5.75	0.80
-6.80	1.05	-15.15	-3.22	0.88	-0.25	0.77
-6.76	2.80	-8.51	-8.35	0.52	8.00	0.76
-6.68	1.43	-12.71	-5.13	0.79	1.25	0.75
-6.60	12.11	-15.15	-3.27	0.67	4.00	0.79
-6.59	10.58	-8.86	-5.23	0.55	6.75	0.79
-6.53	13.98	-10.69	-5.15	0.70	3.00	0.77
-6.49	10.53	-10.83	-3.74	0.61	5.25	0.78
-6.35	15.38	-15.24	-2.87	0.61	5.00	0.79
-6.34	16.88	-12.91	-3.59	0.70	2.75	0.77
-6.32	-3.10	-15.15	-3.70	0.94	-1.75	0.76
-6.29	7.75	-10.72	-3.66	0.76	1.75	0.78
-6.27	-3.33	-14.07	1.12	0.91	-1.00	0.77
-6.27	10.83	-12.93	-4.54	0.73	2.25	0.77
-6.25	-0.88	-16.25	-3.85	0.82	0.75	0.76
-6.21	7.55	-12.93	-5.02	0.79	1.50	0.78
-6.20	7.03	-14.38	-6.02	0.76	1.50	0.77
-6.15	3.48	-13.98	-0.45	0.58	6.00	0.79
-6.12	0.38	-7.15	-4.13	0.52	8.25	0.75
-6.11	11.23	-14.04	-2.97	0.70	3.25	0.77
-6.11	-1.43	-12.90	-5.24	0.85	0.00	0.76
-5.99	3.03	-8.01	-3.01	0.55	7.00	0.77
-5.92	3.35	-15.13	-1.24	0.58	6.25	0.79
-5.91	-3.08	-10.69	-4.86	0.85	0.25	0.75
-5.89	1.50	-12.98	-2.70	0.61	5.50	0.79
-5.85	7.88	-11.45	-2.02	0.67	4.25	0.79
-5.80	6.03	-14.40	-3.62	0.76	2.00	0.77
-5.71	12.56	-10.69	-3.94	0.70	3.50	0.78
-5.61	-6.75	-12.68	-3.82	0.94	-2.00	0.75
-5.57	9.08	-15.51	-2.43	0.64	4.50	0.79
-5.47	10.53	-9.66	-3.16	0.64	4.75	0.78
-5.45	-2.90	-9.61	-4.97	0.85	0.50	0.76
-5.39	6.83	-9.58	-3.17	0.70	4.00	0.78
-5.37	-3.53	-12.89	-3.66	0.91	-0.75	0.77
-5.17	11.63	-12.93	-5.27	0.73	2.50	0.77
-5.04	2.85	-5.90	-3.02	0.55	7.50	0.76
-5.03	-0.58	-12.97	-1.94	0.94	-1.25	0.76
-5.02	8.55	-12.54	-2.59	0.79	1.75	0.77
-5.01	2.80	-6.90	-4.60	0.55	7.25	0.76
-4.90	-3.40	-8.51	-1.97	0.94	-1.50	0.75
-4.88	6.43	-12.90	-1.69	0.70	3.75	0.78
-4.84	15.26	-14.01	-3.50	0.73	2.75	0.78
-4.76	0.13	-8.66	-5.63	0.58	6.50	0.77
-4.45	3.98	-6.26	-1.85	0.64	5.00	0.78
-4.44	8.58	-12.16	-1.25	0.76	2.25	0.77
-4.43	4.25	-10.69	-3.00	0.82	1.25	0.76
-4.43	3.90	-13.20	-1.85	0.73	3.00	0.77
-4.23	-1.65	-12.57	-0.29	0.88	0.00	0.77
-4.20	-1.73	-12.61	-1.00	0.94	-1.00	0.76
-4.19	-0.95	-9.25	1.16	0.61	5.75	0.77
-4.08	-0.68	-11.50	-2.75	0.91	-0.50	0.76
-4.08	9.30	-9.58	-0.85	0.73	3.25	0.78
-4.04	1.23	-10.72	-1.71	0.82	1.00	0.76
-3.99	-1.23	-11.83	-0.01	0.85	0.75	0.76
-3.93	-2.38	-5.22	-3.55	0.55	7.75	0.74
-3.85	11.46	-8.96	-3.46	0.76	2.50	0.77
-3.73	1.60	-5.11	-1.42	0.58	7.00	0.74
-3.67	-1.63	-11.45	-4.00	0.91	-0.25	0.76
-3.66	3.90	-6.29	-4.02	0.61	6.00	0.75
-3.66	-4.60	-5.19	-1.66	0.61	6.25	0.75
-3.64	0.20	-7.64	0.26	0.64	5.25	0.77
-3.61	3.05	-6.29	-5.12	0.58	6.75	0.76
-3.51	2.20	-9.61	-3.99	0.88	0.50	0.75
-3.47	8.73	-9.58	0.35	0.79	2.00	0.77
-3.39	0.48	-11.11	-1.46	0.88	0.25	0.76
-3.38	3.15	-3.11	-4.10	0.67	4.50	0.76
-3.34	-0.18	-5.60	-2.28	0.97	-1.25	0.75
-3.31	7.65	-9.61	-3.71	0.82	1.50	0.76
-3.26	-2.30	-6.29	-3.03	0.58	7.25	0.74
-3.24	9.80	-8.88	-1.41	0.73	3.50	0.78
-3.20	0.38	-8.51	-2.70	0.67	4.75	0.77
-3.19	-1.15	-6.26	1.25	0.64	5.50	0.76
-2.97	2.80	-8.51	-2.04	0.73	3.75	0.77
-2.92	-5.03	-7.64	-1.94	0.97	-2.00	0.75
-2.91	4.30	-8.64	-2.14	0.82	1.75	0.76
-2.85	7.45	-8.47	-1.27	0.70	4.25	0.77
-2.80	2.28	-8.47	-2.59	0.79	2.25	0.76
-2.75	-2.70	-4.08	-0.24	0.97	-1.75	0.75
-2.72	-3.95	-2.97	-4.03	0.64	5.75	0.75
-2.67	-1.23	-9.58	0.79	0.67	5.00	0.77
-2.66	-5.70	-2.97	-0.09	0.61	6.50	0.74
-2.66	-3.05	-11.83	1.57	0.76	3.25	0.77
-2.61	-4.60	-9.31	1.28	0.85	1.00	0.75
-2.36	7.38	-7.81	-1.64	0.76	2.75	0.76
-2.28	-2.95	-10.82	0.17	0.94	-0.25	0.76
-2.27	2.78	-2.59	-2.54	0.97	-1.50	0.74
-2.23	2.35	-8.51	4.71	0.79	2.50	0.77
-2.19	2.48	-9.61	1.02	0.91	0.00	0.76
-2.03	-4.33	-7.53	1.07	0.73	4.25	0.77
-1.99	-0.53	-4.52	0.75	0.85	1.75	0.76
-1.98	1.63	-9.67	-0.84	0.76	3.00	0.76
-1.94	-8.03	-8.47	-0.88	0.88	0.75	0.75
-1.91	-10.18	-2.94	2.01	0.91	0.25	0.74
-1.84	-2.38	-0.76	-1.79	0.97	-1.00	0.74
-1.75	-5.70	-10.72	-2.54	0.82	2.25	0.75
-1.67	0.55	-3.51	0.48	0.94	-0.75	0.75
-1.55	-5.38	-7.08	1.64	0.85	1.50	0.75
-1.52	-4.90	-2.97	2.05	0.76	3.50	0.76
-1.51	2.05	-4.05	-0.79	0.94	-0.50	0.75
-1.42	-8.05	-8.47	2.54	0.85	1.25	0.75
-1.40	-3.13	-7.14	-0.04	0.73	4.00	0.76
-1.39	-4.48	-6.23	-0.18	0.82	2.00	0.75
-1.36	-7.35	-5.19	1.04	0.70	4.50	0.75
-1.29	-6.15	-5.15	3.08	0.67	5.25	0.75
-1.20	-6.55	-8.51	-3.48	0.79	2.75	0.75
-1.04	-5.28	-5.22	0.49	0.70	4.75	0.76
-0.59	-9.10	-8.47	3.78	0.76	3.75	0.76
-0.45	-13.91	-6.26	2.91	0.79	3.25	0.75
-0.14	-11.26	-7.07	3.05	0.79	3.00	0.75
-0.10	0.58	-6.60	3.49	0.97	-0.75	0.75
-0.10	-15.83	-5.15	6.16	0.88	1.25	0.75
-0.01	-11.33	-3.43	1.97	0.82	2.50	0.75
-0.01	-8.10	-5.15	5.75	0.91	0.50	0.75
0.00	0.00	0.00	0.00	1.00	-2.00	0.74
0.04	-9.95	-4.03	3.30	0.70	5.00	0.74
0.09	-6.05	-1.87	3.76	0.94	0.00	0.74
0.10	-13.23	-4.75	2.79	0.88	1.00	0.74
0.14	-14.98	-4.65	3.73	0.85	2.00	0.75
0.18	-26.34	-4.67	6.37	0.88	1.50	0.75
0.30	-14.58	0.35	9.05	0.76	4.25	0.75
0.32	-0.18	-1.87	2.22	1.00	-1.75	0.74
0.36	-19.68	-4.05	5.39	0.79	3.75	0.74
0.49	-14.58	-4.56	5.51	0.73	4.50	0.75
0.57	-11.98	-0.86	3.68	0.76	4.00	0.74
0.62	-16.83	-4.05	6.46	0.79	3.50	0.75
0.68	-19.03	-4.60	5.32	0.70	5.25	0.74
1.06	-19.48	-5.56	7.31	0.76	4.50	0.74
1.17	-0.28	-0.73	1.13	0.97	-0.25	0.74
1.33	-15.56	-0.76	3.73	0.85	2.25	0.74
2.69	-23.64	-3.12	8.51	0.82	3.50	0.74
2.95	-26.81	-1.06	9.19	0.76	4.75	0.74
