Mean	Edge	Peak	median	beta	SINR	Fairness
-8.36	31.80	-27.59	9.48	0.55	3.25	0.72
-8.34	26.16	-26.16	11.22	0.58	2.50	0.72
-8.28	70.64	-33.41	8.78	0.40	6.25	0.87
-8.27	46.30	-29.66	6.85	0.46	5.00	0.83
-8.19	133.92	-38.12	6.71	0.28	10.50	0.91
-8.18	124.55	-38.55	7.57	0.31	9.25	0.91
-8.16	156.71	-32.74	4.73	0.25	12.50	0.90
-8.10	128.46	-22.37	-1.49	0.22	15.00	0.81
-8.08	124.55	-38.18	7.57	0.31	9.50	0.91
-7.98	36.22	-27.86	10.26	0.55	3.50	0.78
-7.97	41.28	-27.75	8.89	0.52	4.00	0.80
-7.97	134.77	-36.82	6.15	0.28	10.75	0.91
-7.95	-5.48	-8.11	-8.70	0.91	-1.75	0.69
-7.94	55.42	-29.08	8.23	0.43	5.75	0.86
-7.91	10.43	-18.28	1.84	0.67	1.50	0.71
-7.88	155.63	-32.74	4.71	0.25	12.75	0.89
-7.86	104.67	-37.92	11.79	0.34	8.00	0.91
-7.85	42.44	-29.31	7.42	0.49	4.50	0.80
-7.82	80.01	-35.20	10.69	0.40	6.50	0.88
-7.82	122.70	-22.26	-2.26	0.22	15.25	0.79
-7.77	134.33	-36.50	5.55	0.28	11.00	0.90
-7.63	23.58	-23.87	5.56	0.61	2.25	0.71
-7.63	13.01	-19.00	1.86	0.67	1.75	0.73
-7.61	93.83	-36.18	11.36	0.37	7.25	0.89
-7.60	-4.84	-8.12	-7.31	0.91	-1.50	0.70
-7.59	153.24	-29.09	3.77	0.25	13.00	0.88
-7.54	33.96	-26.16	10.85	0.58	2.75	0.73
-7.51	115.43	-37.53	10.56	0.34	8.25	0.91
-7.44	1.73	-7.51	-8.38	0.88	-1.00	0.70
-7.44	48.65	-29.65	7.78	0.46	5.25	0.84
-7.43	134.70	-36.44	7.20	0.31	9.75	0.91
-7.42	88.10	-34.55	10.61	0.40	6.75	0.88
-7.38	37.72	-27.44	9.68	0.55	3.75	0.79
-7.28	103.41	-36.45	12.31	0.37	7.50	0.89
-7.23	15.80	-20.41	3.64	0.64	2.00	0.70
-7.15	51.99	-29.37	9.40	0.49	4.75	0.84
-7.14	116.65	-17.81	-7.10	0.22	15.50	0.74
-7.07	48.56	-26.97	10.00	0.52	4.25	0.81
-7.05	-4.47	-8.11	-7.00	0.91	-1.25	0.70
-7.04	36.93	-26.16	7.83	0.58	3.00	0.74
-7.00	1.11	-10.19	-8.40	0.85	-0.50	0.69
-6.96	59.98	-29.23	7.89	0.46	5.50	0.85
-6.94	73.24	-31.66	10.32	0.43	6.00	0.87
-6.90	150.50	-27.64	2.45	0.25	13.25	0.87
-6.85	123.05	-36.26	9.00	0.34	8.50	0.91
-6.79	135.80	-34.88	7.14	0.31	10.00	0.90
-6.73	145.57	-30.96	6.35	0.28	11.25	0.89
-6.62	38.06	-26.16	6.81	0.58	3.25	0.74
-6.59	8.29	-12.26	-5.35	0.76	0.75	0.70
-6.52	146.49	-26.75	2.05	0.25	13.50	0.86
-6.49	123.05	-35.88	9.00	0.34	8.75	0.90
-6.46	33.80	-23.13	9.29	0.61	2.50	0.74
-6.41	76.58	-31.08	11.34	0.43	6.25	0.87
-6.38	4.28	-10.97	-6.64	0.82	0.00	0.70
-6.35	110.45	-35.23	13.14	0.37	7.75	0.90
-6.34	1.66	-9.49	-6.84	0.85	-0.25	0.70
-6.32	93.09	-32.89	11.09	0.40	7.00	0.88
-6.23	48.15	-25.85	8.85	0.55	4.00	0.81
-6.22	14.25	-14.95	0.33	0.70	1.50	0.73
-6.21	44.42	-25.87	7.56	0.58	3.50	0.79
-6.19	5.55	-10.86	-5.84	0.79	0.25	0.69
-6.19	-2.67	-5.87	-7.29	0.94	-2.00	0.69
-6.17	57.54	-27.68	9.09	0.49	5.00	0.84
-6.13	132.77	-33.93	8.30	0.34	9.00	0.90
-6.13	139.30	-33.61	7.20	0.31	10.25	0.90
-6.10	137.32	-22.73	0.64	0.25	13.75	0.84
-6.08	149.07	-29.39	5.07	0.28	11.50	0.89
-6.04	4.40	-6.97	-6.99	0.88	-0.75	0.70
-6.04	116.58	-5.30	-9.32	0.22	15.75	0.71
-6.02	69.28	-28.40	9.01	0.46	5.75	0.86
-6.00	29.47	-20.77	7.00	0.64	2.25	0.73
-5.93	129.24	-19.67	-0.24	0.25	14.00	0.83
-5.87	18.08	-15.70	2.85	0.70	1.75	0.74
-5.73	91.85	-30.98	11.61	0.43	6.50	0.88
-5.67	125.28	-34.35	13.58	0.37	8.00	0.90
-5.67	57.54	-25.74	10.00	0.52	4.50	0.81
-5.64	8.17	-10.27	-5.11	0.79	0.50	0.70
-5.58	149.76	-26.81	3.11	0.28	11.75	0.88
-5.58	132.97	-33.65	8.30	0.34	9.25	0.90
-5.55	11.14	-12.82	-3.17	0.73	1.00	0.70
-5.55	44.90	-25.11	7.03	0.58	3.75	0.79
-5.51	129.24	-14.34	-0.72	0.25	14.25	0.82
-5.49	50.54	-25.53	8.85	0.55	4.25	0.82
-5.48	144.35	-32.74	8.32	0.31	10.50	0.89
-5.48	43.56	-22.61	10.76	0.61	2.75	0.75
-5.46	63.80	-26.50	9.85	0.49	5.25	0.84
-5.46	130.83	-33.75	11.00	0.37	8.25	0.90
-5.43	132.97	-33.28	8.23	0.34	9.50	0.89
-5.41	20.88	-16.41	3.98	0.67	2.00	0.72
-5.39	0.94	-6.43	-5.14	0.94	-1.75	0.70
-5.38	129.24	-14.34	-2.60	0.25	14.50	0.81
-5.34	106.84	-32.21	12.55	0.40	7.25	0.88
-5.32	5.53	-8.20	-4.98	0.88	-0.50	0.71
-5.19	102.67	-30.88	11.41	0.43	6.75	0.88
-5.18	150.01	-26.64	3.18	0.28	12.00	0.87
-5.15	150.01	-26.64	3.47	0.28	12.25	0.87
-5.13	146.42	-31.80	7.05	0.31	10.75	0.89
-5.09	14.48	-12.17	-1.70	0.73	1.25	0.70
-5.09	2.35	-5.71	-3.04	0.91	-1.00	0.70
-5.02	1.40	-5.56	-4.94	0.94	-1.50	0.70
-4.94	148.98	-23.24	3.18	0.28	12.50	0.86
-4.92	47.99	-22.49	7.81	0.61	3.00	0.75
-4.92	115.63	-32.56	13.60	0.40	7.50	0.88
-4.91	11.90	-9.76	-3.78	0.79	0.75	0.71
-4.88	124.52	-10.13	-3.09	0.25	14.75	0.79
-4.88	62.51	-26.73	11.06	0.52	4.75	0.84
-4.88	43.79	-20.41	9.58	0.64	2.50	0.75
-4.81	146.14	-27.95	6.84	0.31	11.00	0.88
-4.75	147.29	-23.24	2.92	0.28	12.75	0.86
-4.71	84.73	-29.13	11.02	0.46	6.00	0.87
-4.70	140.69	-29.66	7.84	0.34	9.75	0.89
-4.68	73.24	-25.66	8.87	0.49	5.50	0.85
-4.63	8.47	-7.21	-4.09	0.85	0.00	0.71
-4.63	6.42	-6.17	-4.52	0.88	-0.25	0.71
-4.61	48.47	-22.44	8.67	0.61	3.25	0.75
-4.58	54.04	-23.41	6.94	0.58	4.00	0.81
-4.57	1.63	-5.56	-4.40	0.94	-1.25	0.70
-4.57	9.46	-8.39	-5.21	0.82	0.25	0.71
-4.53	138.25	-30.95	7.63	0.37	8.50	0.89
-4.50	118.93	-9.94	-4.63	0.25	15.00	0.75
-4.34	20.35	-11.46	0.14	0.73	1.50	0.73
-4.31	144.62	-20.59	2.10	0.28	13.00	0.84
-4.28	52.04	-21.68	9.29	0.61	3.50	0.80
-4.18	69.33	-25.17	11.28	0.52	5.00	0.84
-4.18	12.46	-7.15	-4.13	0.82	0.50	0.71
-4.16	138.43	-30.64	7.63	0.37	8.75	0.89
-4.13	122.29	-30.73	12.37	0.40	7.75	0.89
-4.10	34.05	-17.58	7.08	0.67	2.25	0.74
-4.10	139.83	-28.91	8.49	0.34	10.00	0.88
-4.08	105.43	-29.80	11.39	0.43	7.00	0.87
-4.00	24.31	-12.20	1.40	0.73	1.75	0.74
-3.98	90.84	-27.50	11.58	0.46	6.25	0.87
-3.98	57.66	-22.51	8.35	0.55	4.50	0.81
-3.97	16.51	-10.47	-1.48	0.76	1.00	0.71
-3.89	109.19	-9.63	-5.78	0.25	15.25	0.74
-3.80	62.79	-22.50	6.33	0.58	4.25	0.81
-3.75	24.31	-12.05	1.57	0.70	2.00	0.73
-3.70	56.32	-21.25	8.85	0.61	3.75	0.80
-3.70	45.77	-19.22	9.61	0.64	2.75	0.76
-3.67	139.35	-27.78	7.94	0.34	10.25	0.87
-3.64	17.22	-9.80	-1.57	0.76	1.25	0.71
-3.64	7.09	-5.29	-2.35	0.91	-0.75	0.70
-3.63	74.53	-26.24	10.24	0.49	5.75	0.85
-3.59	139.03	-29.47	7.76	0.37	9.00	0.89
-3.59	140.36	-18.59	0.60	0.28	13.25	0.83
-3.51	141.40	-23.95	6.45	0.31	11.25	0.86
-3.40	71.82	-24.51	11.58	0.52	5.25	0.84
-3.34	67.35	-22.22	9.78	0.55	4.75	0.83
-3.30	100.16	-26.51	12.78	0.46	6.50	0.87
-3.15	113.40	-29.01	11.61	0.43	7.25	0.87
-3.13	17.38	-6.44	-1.29	0.82	0.75	0.72
-3.12	131.06	-17.31	0.01	0.28	13.50	0.81
-3.12	50.20	-19.17	7.15	0.64	3.00	0.76
-3.11	139.95	-28.22	8.40	0.37	9.25	0.88
-3.07	1.04	-3.36	-3.91	0.97	-2.00	0.69
-3.06	131.27	-28.70	11.93	0.40	8.00	0.88
-2.95	7.85	-5.10	-2.29	0.91	-0.50	0.71
-2.95	47.96	-15.71	6.58	0.67	2.50	0.76
-2.95	138.43	-27.68	8.97	0.37	9.50	0.88
-2.92	107.09	-26.23	11.45	0.46	6.75	0.87
-2.88	51.97	-19.17	6.83	0.64	3.25	0.76
-2.88	143.98	-22.89	5.09	0.31	11.50	0.86
-2.88	10.25	-5.54	-2.22	0.88	0.00	0.71
-2.83	6.10	-2.99	-1.18	0.94	-1.00	0.70
-2.79	142.99	-27.75	10.97	0.40	8.25	0.88
-2.78	122.27	-28.44	11.68	0.43	7.50	0.87
-2.77	12.55	-5.60	-4.60	0.85	0.25	0.71
-2.66	138.45	-26.18	7.09	0.34	10.50	0.86
-2.64	24.59	-8.96	-0.55	0.76	1.50	0.73
-2.61	76.05	-22.03	9.60	0.52	5.50	0.84
-2.58	129.52	-8.42	-1.98	0.28	13.75	0.79
-2.53	65.09	-20.11	6.56	0.61	4.00	0.81
-2.50	91.62	-25.01	11.31	0.49	6.00	0.86
-2.45	10.41	-4.30	-2.50	0.91	-0.25	0.71
-2.38	122.98	-7.95	-2.51	0.28	14.00	0.78
-2.32	61.55	-18.85	7.00	0.64	3.50	0.79
-2.32	69.45	-20.75	11.05	0.55	5.00	0.83
-2.32	14.11	-3.87	-2.82	0.85	0.50	0.71
-2.31	24.66	-7.57	-0.81	0.79	1.00	0.72
-2.30	3.57	-2.67	-3.13	0.97	-1.75	0.70
-2.24	138.15	-19.36	3.14	0.31	11.75	0.84
-2.22	70.34	-19.69	6.35	0.58	4.50	0.81
-2.20	138.45	-22.74	5.54	0.34	10.75	0.86
-2.12	5.02	-2.67	-3.13	0.97	-1.50	0.70
-2.10	39.33	-12.06	2.46	0.70	2.25	0.74
-2.08	28.41	-9.22	0.17	0.76	1.75	0.74
-2.04	117.84	-1.96	-3.86	0.28	14.25	0.77
-1.99	139.70	-25.53	7.42	0.40	8.50	0.88
-1.90	140.85	-23.35	7.39	0.37	9.75	0.87
-1.89	53.40	-14.59	6.58	0.67	2.75	0.76
-1.89	26.69	-7.22	-0.65	0.79	1.25	0.72
-1.88	130.16	-24.86	11.08	0.43	7.75	0.87
-1.87	117.84	-1.96	-6.94	0.28	14.50	0.76
-1.84	138.45	-21.71	5.12	0.34	11.00	0.85
-1.81	5.02	-2.67	-2.29	0.97	-1.25	0.70
-1.80	61.96	-18.13	6.83	0.64	3.75	0.79
-1.77	137.69	-17.90	1.89	0.31	12.00	0.84
-1.76	33.66	-10.42	1.76	0.73	2.00	0.73
-1.73	109.37	-25.03	10.82	0.46	7.00	0.85
-1.72	137.69	-17.90	1.50	0.31	12.25	0.83
-1.71	84.85	-21.84	7.74	0.52	5.75	0.84
-1.70	71.91	-18.90	5.70	0.61	4.25	0.81
-1.67	98.66	-22.86	11.85	0.49	6.25	0.85
-1.61	136.29	-25.37	7.42	0.40	8.75	0.87
-1.58	9.90	-2.81	0.92	0.94	-0.75	0.70
-1.49	77.85	-19.61	7.03	0.58	4.75	0.82
-1.48	76.05	-19.99	12.05	0.55	5.25	0.83
-1.46	119.39	0.18	-8.07	0.28	14.75	0.74
-1.43	134.33	-13.22	1.29	0.31	12.50	0.82
-1.33	17.82	-2.53	-1.02	0.85	0.75	0.72
-1.24	61.64	-14.32	6.30	0.67	3.00	0.76
-1.19	133.29	-23.05	8.12	0.43	8.00	0.86
-1.18	131.61	-13.22	0.64	0.31	12.75	0.82
-1.16	135.51	-21.60	6.87	0.37	10.00	0.85
-1.06	55.88	-12.22	3.24	0.70	2.50	0.76
-1.03	11.51	-2.74	0.41	0.94	-0.50	0.70
-1.01	31.50	-5.28	1.20	0.79	1.50	0.73
-0.99	13.86	-2.19	-1.24	0.88	0.25	0.71
-0.98	14.46	-2.36	-2.31	0.91	0.00	0.71
-0.96	138.75	-23.73	8.33	0.40	9.00	0.87
-0.92	110.18	-21.11	11.56	0.49	6.50	0.85
-0.87	119.59	-22.64	10.43	0.46	7.25	0.85
-0.83	127.93	-11.81	-0.04	0.31	13.00	0.80
-0.79	111.17	0.28	-8.01	0.28	15.00	0.70
-0.78	133.57	-22.25	7.19	0.43	8.25	0.86
-0.76	28.67	-3.25	-3.67	0.82	1.00	0.72
-0.75	63.87	-14.32	6.17	0.67	3.25	0.76
-0.72	32.83	-5.44	0.35	0.79	1.75	0.74
-0.70	132.70	-17.57	4.87	0.34	11.25	0.83
-0.66	68.43	-15.54	5.34	0.64	4.00	0.80
-0.60	14.60	-1.35	0.00	0.94	-0.25	0.70
-0.59	93.09	-20.07	10.07	0.52	6.00	0.84
-0.58	86.12	-17.90	6.33	0.55	5.50	0.83
-0.57	110.89	-20.98	8.95	0.49	6.75	0.85
-0.56	138.68	-20.90	5.81	0.37	10.25	0.84
-0.54	121.57	-22.47	9.49	0.46	7.50	0.85
-0.51	76.10	-17.63	8.31	0.58	5.00	0.82
-0.47	131.27	-22.42	8.70	0.40	9.25	0.86
-0.35	16.76	-1.20	-0.23	0.88	0.50	0.71
-0.34	124.55	-9.26	-3.67	0.31	13.25	0.79
-0.29	131.02	-21.96	8.37	0.40	9.50	0.85
-0.26	65.74	-14.18	4.83	0.67	3.50	0.79
-0.26	30.44	-2.63	-3.89	0.82	1.25	0.72
-0.21	7.02	-0.61	-1.22	0.97	-1.00	0.69
-0.21	46.37	-10.07	1.73	0.73	2.25	0.74
-0.12	62.45	-10.20	3.51	0.70	2.75	0.76
-0.09	75.66	-16.22	6.03	0.61	4.50	0.80
-0.07	36.86	-6.35	1.02	0.76	2.00	0.73
-0.02	132.70	-14.33	2.01	0.34	11.50	0.82
0.00	0.00	0.00	0.00	1.00	-2.00	0.69
0.08	120.24	-7.69	-4.08	0.31	13.50	0.77
0.12	131.91	-19.91	6.95	0.43	8.50	0.85
0.14	126.06	-19.84	4.45	0.37	10.50	0.83
0.14	100.97	-17.10	10.08	0.52	6.25	0.84
0.14	93.07	-16.96	9.30	0.55	5.75	0.82
0.22	73.94	-14.59	5.51	0.64	4.25	0.80
0.23	82.78	-15.67	8.77	0.58	5.25	0.81
0.47	73.45	-13.37	2.65	0.67	3.75	0.78
0.49	121.05	-19.47	7.60	0.46	7.75	0.85
0.55	123.44	-17.47	3.54	0.37	10.75	0.82
0.56	126.46	-18.87	6.51	0.43	8.75	0.84
0.56	18.83	-0.02	-0.73	0.88	0.75	0.71
0.58	32.24	-2.26	-3.39	0.82	1.50	0.73
0.61	125.33	-17.80	6.79	0.40	9.75	0.84
0.62	109.21	-19.93	9.53	0.49	7.00	0.83
0.63	84.30	-15.97	6.48	0.61	4.75	0.81
0.65	66.43	-10.20	4.28	0.70	3.00	0.75
0.70	127.26	-10.75	0.10	0.34	11.75	0.80
0.72	117.78	-0.77	-6.29	0.31	13.75	0.74
0.72	105.43	-16.78	9.14	0.52	6.50	0.84
0.74	7.14	-0.25	-0.31	0.97	-0.75	0.70
0.80	111.31	3.07	-6.98	0.31	14.00	0.73
0.94	62.68	-9.78	1.05	0.73	2.50	0.75
0.99	121.83	-14.50	3.27	0.37	11.00	0.81
1.00	18.19	1.14	-0.87	0.91	0.25	0.70
1.03	67.40	-10.20	2.54	0.70	3.25	0.75
1.04	16.72	0.45	1.44	0.94	0.00	0.70
1.13	29.20	-0.52	-1.87	0.85	1.00	0.72
1.19	38.41	-1.69	-1.43	0.82	1.75	0.73
1.23	125.74	-9.88	-0.82	0.34	12.00	0.79
1.30	126.64	-17.39	5.87	0.43	9.00	0.84
1.31	91.99	-14.38	7.38	0.58	5.50	0.81
1.33	9.23	0.15	-1.71	0.97	-0.50	0.69
1.33	125.74	-9.88	-1.14	0.34	12.25	0.79
1.34	40.27	-2.65	0.78	0.79	2.00	0.73
1.42	44.97	-5.48	0.50	0.76	2.25	0.74
1.42	98.76	-15.91	8.27	0.55	6.00	0.82
1.45	78.24	-10.78	3.84	0.67	4.00	0.79
1.47	106.47	-16.67	6.99	0.52	6.75	0.83
1.49	126.09	-17.85	4.91	0.46	8.00	0.84
1.50	117.41	-15.58	4.11	0.40	10.00	0.82
1.60	31.50	-0.52	-0.41	0.85	1.25	0.72
1.63	124.11	-4.21	-1.20	0.34	12.50	0.78
1.65	110.96	-17.79	6.63	0.49	7.25	0.83
1.66	111.60	9.11	-7.92	0.31	14.25	0.72
1.68	73.84	-9.64	1.76	0.70	3.50	0.77
1.72	15.10	1.75	1.81	0.91	0.50	0.70
1.74	85.29	-12.36	6.82	0.61	5.00	0.80
1.78	121.18	-16.27	6.11	0.43	9.25	0.83
1.89	127.15	-15.63	4.61	0.46	8.25	0.84
1.93	81.40	-11.71	4.50	0.64	4.50	0.79
1.94	67.72	-7.14	0.51	0.73	2.75	0.75
1.95	120.49	-2.91	-1.94	0.34	12.75	0.77
1.97	117.45	-15.38	5.97	0.43	9.50	0.82
2.01	8.17	1.45	-0.35	0.97	-0.25	0.69
2.05	110.55	9.11	-9.91	0.31	14.50	0.71
2.11	117.41	-14.29	2.87	0.40	10.25	0.81
2.11	114.69	-16.63	6.18	0.49	7.50	0.83
2.12	112.04	-8.37	2.13	0.37	11.25	0.79
2.17	102.51	-12.05	8.67	0.55	6.25	0.82
2.22	83.63	-10.03	5.39	0.67	4.25	0.79
2.26	70.87	-9.73	1.08	0.70	3.75	0.77
2.37	114.41	-2.18	-3.29	0.34	13.00	0.76
2.43	106.86	11.13	-10.80	0.31	14.75	0.69
2.52	93.37	-12.53	7.79	0.58	5.75	0.81
2.65	11.65	3.77	0.65	0.91	0.75	0.70
2.67	34.49	1.27	-0.88	0.85	1.50	0.72
2.79	84.85	-11.41	7.07	0.61	5.25	0.80
2.79	105.23	-14.30	7.09	0.52	7.00	0.81
2.84	68.34	-7.51	1.85	0.73	3.00	0.75
2.87	63.60	-4.70	-0.76	0.76	2.50	0.74
2.87	123.88	-14.39	4.56	0.46	8.50	0.82
2.95	112.04	-6.15	-0.90	0.37	11.50	0.78
2.99	87.93	-11.31	6.44	0.64	4.75	0.80
3.00	111.65	1.33	-7.33	0.34	13.25	0.74
3.12	47.43	-2.30	-1.74	0.79	2.25	0.73
3.14	25.56	2.12	0.14	0.88	1.00	0.71
3.16	119.64	-12.47	1.52	0.40	10.50	0.79
3.17	40.66	-0.96	0.92	0.82	2.00	0.72
3.18	68.62	-6.46	2.77	0.73	3.25	0.75
3.18	121.55	-14.40	6.47	0.49	7.75	0.82
3.25	112.04	-11.35	6.09	0.55	6.50	0.81
3.29	78.10	-7.48	1.32	0.70	4.00	0.77
3.32	14.78	5.70	2.17	0.94	0.25	0.69
3.35	34.77	2.11	1.00	0.85	1.75	0.72
3.44	120.29	-10.34	4.27	0.43	9.75	0.81
3.45	120.63	-13.82	3.91	0.46	8.75	0.82
3.52	2.44	4.17	2.43	0.97	0.00	0.69
3.58	106.22	2.52	-8.62	0.34	13.50	0.72
3.65	117.59	-7.75	0.82	0.40	10.75	0.79
3.70	79.02	-6.20	0.41	0.73	3.50	0.76
3.72	109.58	-3.00	-3.41	0.37	11.75	0.76
3.80	22.70	3.70	1.60	0.88	1.25	0.71
3.80	9.65	5.97	3.17	0.94	0.50	0.69
3.81	94.15	-10.37	7.90	0.61	5.50	0.79
3.82	98.48	-10.01	6.20	0.58	6.00	0.80
3.95	110.02	-11.35	3.89	0.55	6.75	0.81
4.00	112.64	-11.71	3.98	0.46	9.00	0.81
4.01	82.73	-6.50	3.86	0.67	4.50	0.77
4.03	83.77	-9.70	5.73	0.64	5.00	0.79
4.07	106.59	-12.33	6.38	0.52	7.25	0.80
4.10	116.67	-12.79	3.98	0.49	8.00	0.81
4.16	111.93	-4.94	0.41	0.40	11.00	0.78
4.21	109.07	-1.27	-4.57	0.37	12.00	0.75
4.21	103.80	7.78	-10.16	0.34	13.75	0.70
4.29	109.07	-1.27	-5.87	0.37	12.25	0.75
4.35	71.82	-3.35	-2.31	0.76	2.75	0.74
4.41	76.97	-6.20	1.48	0.73	3.75	0.76
4.43	111.67	-9.00	2.71	0.43	10.00	0.79
4.50	115.80	-12.39	5.21	0.49	8.25	0.81
4.52	103.68	13.32	-10.87	0.34	14.00	0.69
4.58	82.25	-5.44	3.51	0.70	4.25	0.77
4.61	108.04	-11.74	5.40	0.52	7.50	0.80
4.63	106.82	-10.65	2.95	0.46	9.25	0.80
4.66	112.87	4.54	-5.37	0.37	12.50	0.74
4.67	96.87	-7.42	7.60	0.61	5.75	0.79
4.75	27.77	5.13	1.99	0.88	1.50	0.71
4.77	100.78	-8.63	6.60	0.58	6.25	0.79
4.88	61.64	-0.76	-1.08	0.79	2.50	0.73
4.91	85.93	-8.30	6.20	0.64	5.25	0.78
4.95	110.29	-7.93	0.88	0.43	10.25	0.78
5.01	85.19	-6.42	4.85	0.67	4.75	0.77
5.10	111.63	4.54	-7.29	0.37	12.75	0.73
5.17	70.60	-2.46	-0.63	0.76	3.00	0.74
5.18	113.82	-8.31	3.79	0.46	9.50	0.79
5.20	11.14	5.62	4.64	0.91	1.00	0.70
5.21	99.08	-10.10	4.57	0.55	7.00	0.79
5.23	41.31	1.57	-0.29	0.82	2.25	0.72
5.31	32.58	4.27	0.46	0.85	2.00	0.71
5.32	25.72	5.05	0.84	0.88	1.75	0.71
5.45	106.17	-0.61	-1.20	0.40	11.25	0.75
5.52	101.93	7.03	-7.47	0.37	13.00	0.71
5.56	101.08	-7.49	4.13	0.58	6.50	0.79
5.63	79.69	-3.46	1.47	0.73	4.00	0.76
5.65	109.67	-8.99	5.29	0.52	7.75	0.79
5.77	69.74	-2.16	1.20	0.76	3.25	0.74
5.78	109.49	-7.69	4.62	0.49	8.50	0.79
5.81	9.58	7.17	4.45	0.91	1.25	0.69
6.05	59.73	0.72	-0.64	0.79	2.75	0.73
6.06	104.63	-4.75	-0.53	0.43	10.50	0.76
6.13	84.14	-5.62	8.83	0.64	5.50	0.77
6.19	104.81	-6.61	4.61	0.49	8.75	0.79
6.20	71.89	-2.26	2.65	0.76	3.50	0.75
6.26	96.87	-5.33	4.34	0.61	6.00	0.78
6.30	101.11	-7.33	4.16	0.55	7.25	0.78
6.32	82.43	-3.60	4.42	0.67	5.00	0.76
6.36	82.11	-2.26	1.71	0.70	4.50	0.76
6.36	95.19	-7.29	4.76	0.58	6.75	0.78
6.37	111.56	-5.37	2.09	0.46	9.75	0.78
6.39	102.16	1.26	-3.92	0.40	11.50	0.74
6.40	100.58	10.03	-10.63	0.37	13.25	0.70
6.72	81.21	-1.58	1.08	0.73	4.25	0.75
6.72	66.80	-1.14	3.76	0.76	3.75	0.74
6.74	103.73	1.14	-1.79	0.43	10.75	0.75
6.77	105.41	-7.20	3.59	0.52	8.00	0.78
6.84	61.46	0.61	0.25	0.79	3.00	0.73
6.94	47.27	2.95	0.95	0.82	2.50	0.72
7.02	97.97	-4.28	2.86	0.49	9.00	0.78
7.03	7.81	9.18	5.11	0.91	1.50	0.69
7.06	100.69	-6.04	4.15	0.55	7.50	0.78
7.14	82.43	-3.21	5.42	0.67	5.25	0.76
7.16	21.60	8.44	4.55	0.88	2.00	0.70
7.16	103.68	2.44	-2.89	0.43	11.00	0.74
7.19	94.29	-4.01	4.62	0.61	6.25	0.77
7.22	102.99	-5.96	3.96	0.52	8.25	0.78
7.29	101.01	-3.42	-0.54	0.46	10.00	0.76
7.34	32.30	5.12	0.01	0.85	2.25	0.71
7.40	88.53	-2.47	6.76	0.64	5.75	0.77
7.45	100.12	7.23	-7.50	0.40	11.75	0.72
7.48	3.11	9.92	5.52	0.91	1.75	0.69
7.49	55.26	1.33	0.90	0.79	3.25	0.72
7.66	80.41	-1.39	4.03	0.70	4.75	0.76
7.81	96.62	6.81	-9.05	0.40	12.00	0.71
7.96	96.62	6.81	-9.58	0.40	12.25	0.71
7.96	88.19	-4.84	3.76	0.58	7.00	0.76
7.98	97.79	-3.83	1.93	0.49	9.25	0.77
8.05	56.04	2.02	5.10	0.79	3.50	0.73
8.12	44.30	4.28	3.17	0.82	2.75	0.71
8.16	92.45	-2.49	4.20	0.61	6.50	0.77
8.18	62.97	0.18	6.37	0.76	4.00	0.74
8.25	91.64	-2.15	2.48	0.55	7.75	0.77
8.27	98.13	12.56	-9.83	0.40	12.50	0.70
8.36	98.71	-1.11	-2.51	0.46	10.25	0.75
8.38	101.08	-2.33	2.13	0.49	9.50	0.76
8.41	72.55	0.73	2.29	0.73	4.50	0.74
8.45	79.53	-1.69	5.94	0.67	5.50	0.75
8.52	97.81	-1.86	3.61	0.52	8.50	0.77
8.75	94.64	13.19	-11.19	0.40	12.75	0.69
8.83	84.00	-0.06	3.92	0.64	6.00	0.76
8.83	97.49	6.01	-5.90	0.43	11.25	0.72
8.90	45.73	2.42	6.57	0.79	3.75	0.72
8.94	90.10	-1.81	4.41	0.61	6.75	0.76
9.04	96.04	-1.31	3.91	0.52	8.75	0.76
9.13	33.76	7.52	3.50	0.85	2.50	0.71
9.14	38.20	5.12	4.36	0.82	3.00	0.71
9.15	76.84	1.26	4.50	0.70	5.00	0.74
9.18	87.11	-0.58	3.47	0.58	7.25	0.75
9.19	91.23	-1.17	2.50	0.55	8.00	0.76
9.20	93.83	0.55	-0.98	0.49	9.75	0.74
9.21	66.06	1.50	5.04	0.76	4.25	0.73
9.32	14.58	9.68	5.71	0.88	2.25	0.70
9.49	94.08	0.46	-4.36	0.46	10.50	0.73
9.72	36.40	4.93	3.83	0.82	3.25	0.71
9.74	64.01	2.03	5.05	0.73	4.75	0.73
9.82	87.31	0.63	3.69	0.55	8.25	0.75
9.83	81.86	0.32	2.28	0.58	7.50	0.75
9.94	79.65	1.44	6.33	0.64	6.25	0.75
9.94	74.83	2.36	7.68	0.67	5.75	0.74
9.94	97.67	11.36	-9.27	0.43	11.50	0.70
10.04	66.36	1.61	4.82	0.70	5.25	0.74
10.05	93.46	1.19	3.70	0.52	9.00	0.75
10.14	90.81	5.25	-5.94	0.46	10.75	0.72
10.24	88.14	3.23	-1.74	0.49	10.00	0.72
10.32	33.94	5.17	5.66	0.82	3.50	0.71
10.33	39.24	3.97	7.06	0.79	4.00	0.72
10.50	79.32	1.93	2.97	0.61	7.00	0.74
10.58	24.52	9.91	7.53	0.85	2.75	0.70
10.60	89.68	9.81	-6.64	0.46	11.00	0.71
10.84	91.14	4.22	2.45	0.52	9.25	0.74
10.92	75.27	2.82	6.26	0.64	6.50	0.74
