Mean	Edge	Peak	median	beta	SINR	Fairness
18.77	33.73	-69.53	-46.20	0.40	22.50	0.09
18.77	67.97	40.38	-24.51	0.49	12.50	0.60
18.84	11.88	20.02	19.09	0.79	5.50	0.67
18.90	57.29	94.22	-33.70	0.37	17.50	0.29
18.96	68.66	32.90	-20.11	0.52	11.25	0.62
18.98	5.25	18.68	18.02	0.82	5.00	0.67
18.99	59.29	23.26	-10.90	0.58	9.75	0.66
19.05	52.91	17.87	10.03	0.64	8.00	0.68
19.15	67.72	42.31	-25.15	0.49	12.75	0.59
19.15	36.63	20.02	13.80	0.70	7.00	0.67
19.16	60.83	24.29	-17.41	0.55	10.50	0.64
19.28	52.52	218.20	-38.77	0.34	21.00	0.16
19.29	68.71	51.46	-27.27	0.46	13.75	0.55
19.30	36.20	18.72	20.12	0.73	6.50	0.67
19.35	51.25	19.88	11.24	0.64	8.25	0.67
19.36	58.69	82.81	-31.50	0.40	16.00	0.41
19.43	63.09	56.53	-28.02	0.46	14.00	0.54
19.51	56.57	153.24	-36.05	0.34	19.50	0.23
19.51	60.42	20.30	-1.51	0.61	9.00	0.67
19.54	53.79	170.02	-38.86	0.34	21.25	0.16
19.58	56.32	153.42	-36.42	0.34	19.75	0.23
19.60	63.14	59.20	-29.40	0.43	15.25	0.48
19.80	60.26	42.55	-26.05	0.49	13.00	0.57
19.82	22.66	20.34	22.54	0.76	6.00	0.67
19.99	60.79	26.43	-21.48	0.55	10.75	0.63
20.26	53.30	163.92	-37.09	0.34	20.00	0.22
20.27	54.39	98.05	-35.14	0.37	17.75	0.27
20.28	54.23	20.13	-5.12	0.61	9.25	0.66
20.33	55.31	26.05	-14.37	0.58	10.00	0.64
20.35	61.59	36.12	-23.63	0.52	11.50	0.61
20.38	58.39	62.96	-28.79	0.46	14.25	0.53
20.46	45.66	20.27	15.93	0.67	7.75	0.67
20.47	32.05	19.16	21.77	0.73	6.75	0.67
20.52	10.71	22.92	22.10	0.79	5.75	0.66
20.55	53.40	19.35	-7.29	0.61	9.50	0.65
20.67	58.58	28.99	-22.21	0.55	11.00	0.62
20.70	57.63	82.76	-33.46	0.40	16.25	0.34
20.71	54.52	69.64	-32.19	0.43	15.50	0.43
20.79	54.46	112.71	-36.14	0.37	18.00	0.26
20.85	53.40	166.17	-37.58	0.34	20.25	0.19
20.89	16.03	21.47	26.34	0.76	6.25	0.66
20.99	36.91	21.79	16.69	0.70	7.25	0.66
21.03	57.01	62.47	-30.13	0.46	14.50	0.52
21.11	54.04	84.78	-34.13	0.40	16.50	0.33
21.13	62.42	48.65	-28.68	0.49	13.25	0.56
21.14	47.69	24.85	10.65	0.64	8.50	0.66
21.23	42.07	140.23	-42.37	0.37	21.50	0.13
21.34	55.72	26.73	-22.30	0.58	10.25	0.63
21.34	52.08	166.73	-38.20	0.34	20.50	0.18
21.37	57.93	115.70	-36.32	0.37	18.25	0.25
21.46	54.06	38.33	-26.78	0.52	11.75	0.59
21.55	53.03	111.98	-35.56	0.40	16.75	0.32
21.56	44.09	139.67	-42.85	0.37	21.75	0.12
21.60	54.20	115.73	-36.82	0.37	18.50	0.25
21.71	55.65	110.60	-35.57	0.40	17.00	0.32
21.84	54.46	122.26	-37.14	0.37	18.75	0.25
21.85	35.21	23.95	18.77	0.70	7.50	0.65
21.92	56.32	65.72	-30.68	0.46	14.75	0.50
21.92	40.20	24.13	16.39	0.67	8.00	0.65
21.93	60.95	54.10	-30.16	0.49	13.50	0.55
22.01	45.89	25.64	8.63	0.64	8.75	0.65
22.10	24.89	23.54	22.73	0.73	7.00	0.65
22.13	23.09	239.05	-48.89	0.43	22.25	0.09
22.21	15.73	24.52	27.51	0.76	6.50	0.65
22.28	53.88	229.76	-38.76	0.34	20.75	0.16
22.35	21.85	-71.39	-49.34	0.43	22.50	0.09
22.45	52.57	78.91	-33.85	0.43	15.75	0.41
22.51	57.56	40.44	-28.24	0.52	12.00	0.58
22.53	40.27	24.92	16.84	0.67	8.25	0.65
22.55	58.07	42.55	-28.43	0.52	12.25	0.58
22.56	50.56	31.18	-17.73	0.61	9.75	0.63
22.57	49.94	68.20	-31.64	0.46	15.00	0.47
22.61	35.74	224.60	-45.74	0.40	22.00	0.10
22.62	48.45	30.89	-25.78	0.58	10.50	0.61
22.66	7.05	25.16	26.90	0.79	6.00	0.65
22.68	48.51	107.78	-36.22	0.40	17.25	0.27
22.71	58.92	44.31	-28.70	0.52	12.50	0.58
22.75	50.56	134.76	-37.74	0.37	19.00	0.24
22.82	54.99	39.34	-25.32	0.55	11.25	0.60
23.00	56.21	57.92	-31.31	0.49	13.75	0.53
23.07	45.94	107.01	-36.47	0.40	17.50	0.26
23.08	41.88	26.74	2.24	0.64	9.00	0.64
23.25	12.43	23.98	29.26	0.76	6.75	0.65
23.38	32.05	25.96	19.31	0.70	7.75	0.64
23.40	53.47	64.39	-32.45	0.49	14.00	0.52
23.42	53.10	49.14	-28.78	0.52	12.75	0.56
23.44	47.29	69.68	-33.59	0.46	15.25	0.45
23.46	5.07	25.84	31.35	0.79	6.25	0.64
23.51	52.20	97.27	-34.74	0.43	16.00	0.39
23.57	50.24	32.75	-27.11	0.58	10.75	0.60
23.62	46.24	33.81	-23.30	0.61	10.00	0.61
23.62	51.19	169.98	-38.98	0.37	19.25	0.22
23.76	47.57	43.54	-29.23	0.55	11.50	0.58
23.78	54.43	49.92	-30.21	0.52	13.00	0.55
23.89	44.12	253.68	-41.28	0.37	21.00	0.15
23.93	22.59	26.79	24.16	0.73	7.25	0.64
23.99	37.67	27.48	-6.87	0.64	9.25	0.63
24.02	38.41	29.40	-10.08	0.64	9.50	0.63
24.04	48.45	39.62	-27.92	0.58	11.00	0.59
24.09	49.94	178.92	-39.17	0.37	19.75	0.21
24.10	38.08	31.24	16.77	0.67	8.50	0.64
24.17	40.66	188.69	-41.61	0.37	21.25	0.14
24.30	50.77	74.60	-34.01	0.49	14.25	0.50
24.30	50.06	172.90	-39.07	0.37	19.50	0.21
24.66	42.85	114.21	-38.25	0.40	17.75	0.25
24.67	20.79	27.14	24.37	0.73	7.50	0.63
24.69	7.18	29.04	25.94	0.76	7.00	0.63
24.74	47.94	34.51	-27.60	0.61	10.25	0.60
24.88	49.34	74.60	-34.36	0.49	14.50	0.49
24.90	34.68	32.12	14.77	0.67	8.75	0.63
25.01	48.54	80.45	-35.23	0.46	15.50	0.41
25.04	47.94	185.67	-39.47	0.37	20.00	0.20
25.05	28.53	29.54	22.42	0.70	8.00	0.63
25.10	42.92	132.61	-38.61	0.40	18.00	0.25
25.14	3.71	27.49	30.98	0.79	6.50	0.63
25.15	51.92	54.53	-32.50	0.52	13.25	0.54
25.17	47.96	46.60	-31.79	0.55	11.75	0.57
25.17	47.82	96.72	-36.31	0.43	16.25	0.32
25.64	45.68	75.67	-34.83	0.49	14.75	0.48
25.69	28.16	31.96	25.87	0.70	8.25	0.63
25.70	45.57	191.46	-39.66	0.37	20.25	0.18
25.74	47.46	63.91	-33.81	0.52	13.50	0.52
25.75	36.10	37.54	-26.89	0.64	9.75	0.61
25.76	49.94	101.71	-36.69	0.43	16.50	0.31
25.86	30.79	33.80	7.20	0.67	9.00	0.62
25.89	37.14	158.61	-45.09	0.40	21.50	0.12
25.92	20.24	-73.61	-51.67	0.46	22.50	0.08
25.93	45.41	134.51	-39.05	0.40	18.25	0.24
25.93	45.36	48.75	-31.61	0.58	11.25	0.57
25.97	47.48	135.13	-39.40	0.40	18.50	0.23
25.99	43.96	37.25	-31.35	0.61	10.50	0.59
26.01	19.30	258.83	-51.50	0.46	22.25	0.08
26.15	43.24	128.54	-37.88	0.43	16.75	0.30
26.16	50.38	49.14	-32.83	0.55	12.00	0.56
26.22	36.38	158.61	-45.29	0.40	21.75	0.11
26.23	43.73	140.36	-39.74	0.40	18.75	0.23
26.30	43.63	192.84	-40.69	0.37	20.50	0.16
26.32	49.16	50.88	-33.41	0.55	12.25	0.56
26.33	18.35	31.81	25.21	0.73	7.75	0.62
26.42	45.84	126.84	-37.92	0.43	17.00	0.30
26.56	5.78	32.14	29.16	0.76	7.25	0.62
26.58	24.50	247.89	-48.65	0.43	22.00	0.09
26.86	46.33	83.50	-35.56	0.49	15.00	0.44
26.87	45.84	92.62	-37.62	0.46	15.75	0.39
26.90	51.53	57.89	-33.75	0.55	12.50	0.55
26.95	37.90	41.96	-32.11	0.61	10.75	0.58
27.04	45.48	261.68	-41.07	0.37	20.75	0.15
27.05	28.44	33.80	-18.13	0.67	9.25	0.61
27.05	42.48	156.80	-40.42	0.40	19.00	0.22
27.13	35.11	40.97	-27.83	0.64	10.00	0.59
27.15	44.99	69.78	-34.30	0.52	13.75	0.50
27.27	28.41	35.42	-23.21	0.67	9.50	0.60
27.29	48.72	59.68	-34.24	0.55	12.75	0.54
27.33	24.06	35.41	26.31	0.70	8.50	0.61
27.33	38.41	49.37	-33.75	0.58	11.50	0.56
27.53	44.67	76.34	-34.51	0.52	14.00	0.49
27.56	5.66	33.39	35.63	0.76	7.50	0.61
27.60	43.31	124.87	-38.94	0.43	17.25	0.25
27.76	38.06	48.07	-33.31	0.61	11.00	0.57
27.88	43.45	84.01	-36.36	0.49	15.25	0.43
27.91	42.71	61.40	-35.07	0.55	13.00	0.52
27.96	15.63	34.98	26.52	0.73	8.00	0.61
27.98	24.73	36.38	21.01	0.70	8.75	0.61
28.07	42.83	123.54	-38.63	0.43	17.50	0.25
28.15	44.02	109.21	-38.35	0.46	16.00	0.37
28.16	31.34	40.29	-32.97	0.64	10.25	0.58
28.19	43.89	197.98	-41.55	0.40	19.25	0.20
28.48	37.23	82.88	-36.38	0.52	14.25	0.48
28.68	14.81	38.13	30.91	0.73	8.25	0.61
28.86	35.64	286.79	-44.10	0.40	21.00	0.14
28.91	43.91	55.86	-36.20	0.58	11.75	0.54
28.91	41.17	197.46	-42.11	0.40	19.50	0.19
28.99	36.73	83.80	-38.19	0.52	14.50	0.47
29.11	24.80	43.62	-31.76	0.67	9.75	0.59
29.12	40.80	219.85	-44.47	0.40	21.25	0.13
29.19	23.85	37.52	16.24	0.70	9.00	0.60
29.27	5.78	37.68	36.62	0.76	7.75	0.60
29.31	41.68	63.62	-36.74	0.55	13.25	0.51
29.42	38.08	200.54	-42.40	0.40	19.75	0.19
29.52	37.12	92.78	-39.12	0.49	15.50	0.39
29.52	37.12	109.98	-39.69	0.46	16.25	0.30
29.66	41.79	131.54	-40.82	0.43	17.75	0.23
29.67	36.22	61.81	-36.90	0.58	12.00	0.53
29.72	33.69	58.67	-37.34	0.58	12.25	0.53
29.76	28.57	43.67	-36.28	0.64	10.50	0.57
29.76	39.63	208.04	-42.30	0.40	20.00	0.19
29.77	32.24	57.87	-35.98	0.61	11.25	0.55
29.85	16.28	287.14	-54.40	0.49	22.25	0.08
29.88	38.06	86.14	-38.34	0.52	14.75	0.45
29.89	27.19	178.87	-48.13	0.43	21.50	0.11
29.96	38.59	115.61	-40.56	0.46	16.50	0.29
30.02	42.46	151.60	-41.68	0.43	18.00	0.23
30.10	13.68	-74.84	-54.74	0.49	22.50	0.08
30.10	39.17	72.43	-37.57	0.55	13.50	0.50
30.21	34.65	62.79	-37.97	0.58	12.50	0.52
30.33	18.67	40.10	-25.83	0.70	9.25	0.59
30.38	20.58	44.42	-34.53	0.67	10.00	0.57
30.40	27.54	178.87	-48.13	0.43	21.75	0.10
30.45	11.49	43.69	33.07	0.73	8.50	0.60
30.46	38.08	146.36	-41.51	0.46	16.75	0.28
30.53	32.03	66.31	-38.79	0.58	12.75	0.52
30.61	17.61	41.66	-28.49	0.70	9.50	0.58
30.69	39.40	215.80	-42.73	0.40	20.25	0.16
30.76	33.09	147.32	-41.57	0.46	17.00	0.28
30.82	29.10	50.47	-37.39	0.64	10.75	0.56
30.89	32.88	108.42	-41.27	0.49	15.75	0.36
30.89	36.63	90.17	-39.54	0.52	15.00	0.42
30.91	39.42	155.51	-42.65	0.43	18.50	0.22
30.95	9.03	43.79	25.89	0.73	8.75	0.59
31.03	36.29	81.25	-38.92	0.55	13.75	0.48
31.05	18.51	269.96	-51.01	0.46	22.00	0.09
31.09	30.09	59.28	-38.67	0.61	11.50	0.53
31.13	38.29	154.78	-42.42	0.43	18.25	0.22
31.13	3.50	41.06	34.43	0.76	8.00	0.59
31.22	35.60	217.11	-43.49	0.40	20.50	0.15
31.24	31.57	68.74	-39.02	0.58	13.00	0.50
31.31	30.44	89.19	-39.14	0.55	14.00	0.47
31.33	38.94	161.11	-43.02	0.43	18.75	0.22
31.42	20.68	47.15	-38.54	0.67	10.25	0.56
31.69	26.53	55.61	-37.84	0.64	11.00	0.55
31.84	1.31	44.38	39.48	0.76	8.25	0.59
31.93	33.73	94.09	-41.12	0.52	15.25	0.41
32.00	38.06	179.03	-43.77	0.43	19.00	0.21
32.11	33.55	141.44	-42.38	0.46	17.25	0.24
32.12	35.34	287.30	-43.93	0.40	20.75	0.14
32.17	32.24	125.91	-42.08	0.49	16.00	0.34
32.31	32.60	96.02	-39.99	0.55	14.25	0.45
32.36	8.68	46.00	18.50	0.73	9.00	0.58
32.44	14.67	50.52	-39.12	0.70	9.75	0.57
32.58	32.86	141.44	-42.38	0.46	17.50	0.23
32.59	30.67	71.62	-41.51	0.58	13.25	0.49
32.60	27.93	65.68	-40.08	0.61	11.75	0.52
33.13	31.50	96.02	-41.51	0.55	14.50	0.45
33.17	18.10	52.63	-41.23	0.67	10.50	0.54
33.37	31.87	219.65	-44.53	0.43	19.25	0.19
33.45	28.90	85.63	-42.56	0.58	13.50	0.47
33.50	29.98	319.26	-46.82	0.43	21.00	0.13
33.52	32.05	104.73	-43.06	0.52	15.50	0.36
33.58	3.62	47.43	-29.13	0.73	9.25	0.57
33.58	30.51	235.83	-46.99	0.43	21.25	0.12
33.72	27.65	66.15	-41.86	0.61	12.00	0.51
33.75	32.03	125.91	-43.30	0.49	16.25	0.28
33.87	32.74	219.24	-44.69	0.43	19.50	0.18
33.90	23.83	64.81	-40.47	0.64	11.25	0.53
33.93	27.40	68.74	-41.81	0.61	12.25	0.51
33.93	4.12	317.52	-57.12	0.52	22.25	0.07
33.95	4.10	47.43	-35.91	0.73	9.50	0.56
34.02	29.68	102.71	-41.60	0.55	14.75	0.43
34.03	16.09	55.17	-42.58	0.67	10.75	0.54
34.03	11.10	52.39	-41.05	0.70	10.00	0.55
34.10	32.65	231.60	-44.88	0.43	19.75	0.18
34.15	4.21	-75.82	-57.32	0.52	22.50	0.07
34.39	33.09	146.53	-43.89	0.46	17.75	0.22
34.40	30.26	126.90	-43.79	0.49	16.50	0.28
34.42	26.43	69.62	-42.06	0.61	12.50	0.50
34.49	22.33	198.98	-50.70	0.46	21.50	0.10
34.52	29.24	88.61	-43.31	0.58	13.75	0.46
34.84	16.37	296.90	-54.06	0.49	22.00	0.08
34.93	22.04	198.61	-50.94	0.46	21.75	0.10
34.95	30.60	231.83	-45.43	0.43	20.00	0.17
34.96	16.28	61.44	-43.01	0.67	11.00	0.53
34.96	32.90	165.72	-44.26	0.46	18.00	0.22
34.97	7.28	54.26	-44.17	0.70	10.25	0.54
34.98	30.58	120.14	-44.00	0.52	15.75	0.34
35.02	26.06	160.59	-44.53	0.49	16.75	0.27
35.07	25.56	76.87	-43.22	0.61	12.75	0.49
35.13	27.77	158.47	-45.00	0.49	17.00	0.26
35.27	26.94	97.86	-43.55	0.58	14.00	0.45
35.33	28.07	102.71	-42.63	0.55	15.00	0.40
35.38	20.77	70.13	-43.11	0.64	11.50	0.51
35.45	31.66	167.69	-45.36	0.46	18.50	0.21
35.51	32.37	168.02	-45.41	0.46	18.25	0.21
35.53	29.56	235.67	-45.50	0.43	20.25	0.15
35.89	24.31	106.50	-44.54	0.58	14.25	0.43
35.94	32.07	187.67	-45.19	0.46	18.75	0.20
35.94	26.09	80.03	-43.70	0.61	13.00	0.48
36.27	26.76	105.85	-44.40	0.55	15.25	0.39
36.30	29.80	235.94	-46.25	0.43	20.50	0.14
36.49	30.12	136.73	-45.06	0.52	16.00	0.33
36.53	29.15	157.37	-45.46	0.49	17.25	0.23
36.74	14.74	71.36	-46.01	0.67	11.25	0.51
36.82	23.28	106.55	-45.27	0.58	14.50	0.43
36.82	21.18	74.12	-45.43	0.64	11.75	0.50
36.93	6.42	57.81	-45.31	0.70	10.50	0.52
37.07	22.17	84.48	-45.41	0.61	13.25	0.47
37.08	29.47	198.43	-46.03	0.46	19.00	0.19
37.12	30.51	319.26	-46.59	0.43	20.75	0.13
37.30	28.23	155.24	-45.68	0.49	17.50	0.22
37.58	18.35	79.17	-46.60	0.64	12.25	0.49
37.60	22.15	74.43	-46.28	0.64	12.00	0.49
37.66	4.47	65.56	-47.53	0.70	10.75	0.52
37.83	24.02	116.90	-45.66	0.55	15.50	0.35
37.84	20.40	113.28	-45.51	0.58	14.75	0.41
38.06	21.87	94.46	-46.97	0.61	13.50	0.46
38.12	5.16	66.97	-48.30	0.70	11.00	0.51
38.17	18.79	80.61	-47.02	0.64	12.50	0.48
38.22	24.11	348.53	-49.67	0.46	21.00	0.12
38.28	29.04	242.79	-47.04	0.46	19.25	0.18
38.40	22.98	264.62	-49.80	0.46	21.25	0.11
38.41	28.07	137.94	-46.41	0.52	16.25	0.27
38.44	12.11	75.80	-47.67	0.67	11.50	0.50
38.54	19.50	83.46	-47.28	0.64	12.75	0.48
38.75	28.32	242.40	-47.30	0.46	19.50	0.17
38.75	15.20	218.18	-53.65	0.49	21.50	0.10
38.85	28.87	146.17	-47.21	0.52	16.50	0.26
38.92	18.33	115.65	-46.38	0.58	15.00	0.38
39.08	23.92	163.73	-46.89	0.49	17.75	0.21
39.17	26.69	254.30	-47.64	0.46	19.75	0.17
39.25	16.30	217.85	-53.97	0.49	21.75	0.09
39.33	20.03	103.68	-47.93	0.61	13.75	0.44
39.38	22.80	186.30	-47.53	0.49	18.00	0.20
39.46	15.70	87.32	-47.88	0.64	13.00	0.46
39.50	5.96	322.75	-56.73	0.52	22.00	0.08
39.59	16.42	107.80	-48.05	0.61	14.00	0.43
39.61	24.36	254.51	-48.07	0.46	20.00	0.16
39.75	19.46	135.26	-47.47	0.55	15.75	0.33
39.85	6.82	82.01	-49.88	0.67	11.75	0.48
39.99	27.61	181.13	-47.98	0.52	17.00	0.25
40.06	28.32	181.13	-48.02	0.52	16.75	0.25
40.15	25.17	189.97	-47.94	0.49	18.25	0.19
40.27	12.94	116.63	-47.65	0.58	15.25	0.37
40.31	14.48	116.61	-48.67	0.61	14.25	0.42
40.39	21.48	256.86	-48.67	0.46	20.25	0.14
40.50	24.57	187.16	-47.89	0.49	18.50	0.19
40.53	2.56	81.39	-50.99	0.70	11.25	0.49
40.62	25.24	202.50	-48.39	0.49	18.75	0.19
40.84	14.53	96.31	-49.76	0.64	13.25	0.45
40.85	20.15	149.90	-48.42	0.55	16.00	0.31
41.05	9.58	86.55	-51.24	0.67	12.25	0.47
41.15	23.09	264.62	-49.16	0.46	20.50	0.13
41.32	7.64	85.07	-50.54	0.67	12.00	0.47
41.40	14.37	116.71	-49.79	0.61	14.50	0.41
41.43	3.04	91.66	-51.56	0.67	12.50	0.47
41.50	21.02	175.08	-48.79	0.52	17.25	0.21
41.57	12.16	101.88	-50.27	0.64	13.50	0.44
41.77	14.34	128.13	-49.82	0.58	15.50	0.33
41.83	21.44	216.57	-49.05	0.49	19.00	0.18
41.85	20.58	169.84	-48.97	0.52	17.50	0.21
42.06	0.21	85.02	-53.10	0.70	11.50	0.48
42.13	25.03	349.26	-49.59	0.46	20.75	0.12
42.19	4.54	96.74	-51.56	0.67	12.75	0.46
42.31	14.83	127.48	-50.41	0.61	14.75	0.40
42.52	17.02	148.06	-49.31	0.55	16.25	0.25
42.75	17.15	376.00	-52.71	0.49	21.00	0.11
43.04	16.30	154.38	-50.20	0.55	16.50	0.25
43.06	16.49	286.78	-52.81	0.49	21.25	0.11
43.12	11.65	107.98	-51.51	0.64	13.75	0.42
43.13	1.96	102.95	-52.26	0.67	13.00	0.44
43.33	22.01	264.70	-49.78	0.49	19.25	0.17
43.44	6.40	237.96	-56.15	0.52	21.50	0.09
43.46	12.32	130.11	-51.20	0.61	15.00	0.37
43.57	7.78	122.68	-51.89	0.64	14.00	0.41
43.66	10.52	146.93	-51.35	0.58	15.75	0.31
43.74	19.34	181.13	-50.45	0.52	17.75	0.20
43.75	19.41	263.27	-50.30	0.49	19.50	0.16
43.83	14.55	197.05	-51.08	0.55	16.75	0.24
43.88	7.55	237.45	-56.57	0.52	21.75	0.09
43.88	13.68	195.96	-51.31	0.55	17.00	0.24
43.99	0.64	91.37	-54.95	0.70	11.75	0.46
44.08	22.52	280.74	-50.73	0.49	19.75	0.16
44.28	18.83	206.20	-50.66	0.52	18.00	0.19
44.60	6.42	127.38	-53.25	0.64	14.25	0.40
44.62	0.83	105.43	-53.97	0.67	13.25	0.44
44.69	10.20	130.75	-52.29	0.61	15.25	0.36
44.76	19.16	281.43	-50.89	0.49	20.00	0.15
45.15	8.61	164.19	-52.40	0.58	16.00	0.30
45.20	18.24	209.02	-51.10	0.52	18.25	0.18
45.30	0.30	92.85	-55.31	0.70	12.25	0.46
45.36	5.50	128.32	-53.35	0.64	14.50	0.39
45.37	17.91	209.01	-51.29	0.52	18.50	0.18
45.43	16.62	219.03	-51.56	0.52	18.75	0.18
45.57	1.27	112.12	-54.51	0.67	13.50	0.42
45.58	21.05	286.96	-51.43	0.49	20.25	0.14
45.70	13.19	193.63	-52.07	0.55	17.25	0.20
46.12	8.31	141.51	-53.60	0.61	15.50	0.32
46.17	19.18	292.22	-51.84	0.49	20.50	0.12
46.22	12.94	184.42	-52.49	0.55	17.50	0.20
46.25	1.93	135.78	-53.86	0.64	14.75	0.38
46.61	17.36	237.25	-52.20	0.52	19.00	0.17
47.17	19.71	376.00	-52.63	0.49	20.75	0.11
47.31	8.73	166.06	-53.08	0.58	16.25	0.24
47.44	1.96	257.56	-58.90	0.55	21.50	0.09
47.60	1.38	136.45	-54.64	0.64	15.00	0.36
47.61	6.86	312.85	-55.24	0.52	21.25	0.10
47.63	7.97	399.44	-55.04	0.52	21.00	0.11
47.75	7.39	174.04	-53.51	0.58	16.50	0.24
48.10	14.11	288.86	-53.09	0.52	19.25	0.16
48.16	0.85	257.56	-59.12	0.55	21.75	0.08
48.40	5.78	164.21	-54.98	0.61	15.75	0.30
48.47	13.17	194.71	-53.09	0.55	17.75	0.19
48.53	12.18	289.41	-53.56	0.52	19.50	0.15
48.70	7.74	213.87	-54.29	0.58	16.75	0.23
48.70	8.91	213.15	-54.20	0.58	17.00	0.23
48.88	14.28	223.80	-53.61	0.55	18.00	0.18
48.97	2.39	139.08	-55.39	0.64	15.25	0.34
48.97	13.59	296.80	-53.62	0.52	19.75	0.15
49.58	5.78	178.04	-55.60	0.61	16.00	0.29
49.80	11.67	300.46	-53.62	0.52	20.00	0.14
49.83	13.22	226.18	-53.93	0.55	18.25	0.17
49.93	12.20	224.70	-54.10	0.55	18.50	0.17
50.53	9.99	312.85	-54.17	0.52	20.25	0.13
50.56	7.76	206.53	-55.15	0.58	17.25	0.19
50.61	12.30	237.05	-54.14	0.55	18.75	0.17
50.86	1.96	152.11	-56.89	0.64	15.50	0.31
51.11	10.91	257.16	-54.76	0.55	19.00	0.17
51.11	7.21	204.46	-55.19	0.58	17.50	0.19
51.53	6.40	177.89	-56.51	0.61	16.25	0.23
51.58	10.48	316.32	-54.73	0.52	20.50	0.12
52.26	3.06	426.48	-57.97	0.55	21.00	0.10
52.29	9.21	414.75	-55.27	0.52	20.75	0.11
52.43	3.41	334.19	-58.05	0.55	21.25	0.10
52.54	3.64	191.95	-57.14	0.61	16.50	0.23
53.09	5.55	211.50	-56.39	0.58	17.75	0.18
53.12	10.64	310.02	-55.72	0.55	19.25	0.15
53.42	3.66	227.14	-57.53	0.61	16.75	0.22
53.43	2.88	227.14	-57.75	0.61	17.00	0.22
53.55	8.50	321.10	-56.44	0.55	19.75	0.14
53.56	8.91	310.02	-55.98	0.55	19.50	0.14
53.78	3.36	237.31	-56.68	0.58	18.00	0.17
54.46	8.40	323.00	-56.79	0.55	20.00	0.14
54.97	0.12	224.50	-58.39	0.61	17.25	0.18
54.99	5.76	243.11	-56.92	0.58	18.25	0.17
55.03	4.33	244.32	-57.04	0.58	18.50	0.17
55.20	5.41	252.14	-57.44	0.58	18.75	0.16
55.55	7.41	336.19	-57.35	0.55	20.25	0.12
56.18	5.18	339.16	-57.82	0.55	20.50	0.11
56.53	2.23	275.33	-57.76	0.58	19.00	0.16
57.18	5.25	439.69	-58.13	0.55	20.75	0.10
58.09	1.31	333.10	-58.35	0.58	19.25	0.14
58.66	1.82	332.02	-58.83	0.58	19.50	0.14
58.85	0.48	345.53	-58.93	0.58	19.75	0.14
